order_item_id,order_id,product_id,quantity
173,45,180,4
174,45,70,3
175,46,31,2
176,46,81,1
177,47,196,2
178,47,50,2
179,47,190,4
180,47,71,5
181,47,195,5
182,48,26,2
183,48,76,2
184,48,93,2
185,49,182,5
186,50,12,1
187,50,142,3
188,50,179,2
189,51,27,1
190,51,147,3
191,51,121,4
192,51,113,3
193,52,65,4
194,53,103,4
195,54,162,1
196,54,39,2
197,54,145,3
198,54,22,2
199,54,31,5
200,55,156,5
201,55,159,2
202,55,199,5
203,55,98,4
204,56,151,4
205,56,79,5
206,56,159,1
207,57,26,2
208,57,161,2
209,57,68,1
210,57,41,2
211,57,45,5
212,57,20,2
213,58,116,5
214,58,121,3
215,58,9,2
216,58,74,3
217,59,19,2
218,59,68,5
219,59,170,2
220,59,109,1
221,60,166,2
222,60,69,2
223,61,43,3
224,62,146,3
225,62,113,1
226,62,120,3
227,62,180,4
228,62,70,5
229,62,139,4
230,63,154,1
231,64,83,5
232,64,65,1
233,64,24,2
234,64,173,5
235,64,151,1
236,64,196,3
237,65,196,2
238,66,167,4
239,66,72,2
240,66,150,4
241,66,163,4
242,66,24,4
243,67,86,3
244,67,172,1
245,67,42,3
246,67,106,4
247,68,103,5
248,68,10,4
249,68,23,3
250,68,65,3
251,68,30,4
252,68,132,1
253,69,119,4
254,69,14,2
255,69,133,3
256,69,160,4
257,69,161,4
258,70,53,3
259,71,74,4
260,71,179,4
261,72,162,5
262,73,41,3
263,73,142,1
264,73,142,4
265,73,24,2
266,73,30,4
267,73,31,2
268,74,75,5
269,74,181,3
270,74,107,4
271,74,121,2
272,74,117,5
273,74,38,4
274,75,131,2
275,75,18,3
276,75,198,4
277,75,88,5
278,75,69,1
279,76,77,5
280,76,149,4
281,76,39,4
282,76,138,4
283,76,89,3
284,76,142,5
285,77,83,2
286,77,179,2
287,77,147,4
288,77,60,4
289,78,191,4
290,78,181,4
291,78,99,2
292,79,33,5
293,80,26,4
294,80,26,5
295,80,117,1
296,81,105,2
297,81,20,4
298,82,160,4
299,82,167,1
300,82,85,5
301,83,161,4
302,83,139,1
303,83,159,1
304,84,176,3
305,84,59,1
306,84,112,1
307,84,195,1
308,84,114,2
309,84,178,3
310,85,84,1
311,86,96,4
312,86,38,2
313,86,136,4
314,87,47,2
315,87,45,1
316,87,157,4
317,87,159,2
318,87,128,5
319,87,37,2
320,88,66,4
321,88,66,1
322,88,120,3
323,88,174,5
324,88,41,1
325,88,114,3
326,89,164,4
327,89,177,3
328,89,117,3
329,90,124,1
330,90,61,4
331,90,147,3
332,90,148,3
333,91,6,4
334,91,71,1
335,91,145,1
336,92,128,3
337,92,199,2
338,92,156,3
339,92,57,2
340,92,159,3
341,92,174,2
342,93,161,1
343,94,9,5
344,94,94,2
345,94,24,3
346,94,84,4
347,95,34,5
348,95,94,5
349,96,43,3
350,96,124,3
351,96,192,3
352,97,20,2
353,97,194,2
354,97,174,4
355,97,143,3
356,98,4,3
357,98,138,1
358,98,117,3
359,98,173,3
360,99,164,3
361,99,28,2
362,99,121,1
363,99,159,5
364,100,57,1
365,100,163,4
366,100,180,3
367,100,167,4
368,100,30,2
369,101,78,4
370,102,61,5
371,103,117,3
372,103,172,5
373,103,108,5
374,103,191,2
375,104,26,4
376,104,158,4
377,104,72,1
378,104,177,3
379,104,56,4
380,104,114,2
381,105,176,3
382,106,92,1
383,106,102,3
384,106,49,1
385,106,117,1
386,106,170,2
387,106,165,5
388,107,86,2
389,108,53,1
390,108,196,5
391,108,54,5
392,108,56,2
393,108,85,2
394,109,71,2
395,110,65,2
396,110,29,1
397,110,34,1
398,110,92,2
399,110,151,3
400,111,68,1
401,111,33,4
402,112,191,1
403,113,200,3
404,113,132,5
405,113,28,4
406,113,129,2
407,114,187,5
408,115,165,1
409,115,16,4
410,115,103,4
411,115,176,1
412,116,114,1
413,116,21,3
414,116,156,2
415,116,17,2
416,116,71,5
417,116,163,5
418,117,84,4
419,117,153,5
420,117,76,4
421,117,130,5
422,117,111,1
423,117,180,1
424,118,197,5
425,118,185,2
426,118,111,4
427,118,59,4
428,118,87,4
429,118,103,4
430,119,81,4
431,120,66,3
432,120,40,4
433,120,18,1
434,120,22,1
435,120,111,1
436,120,191,3
437,121,16,5
438,121,144,5
439,121,85,1
440,121,106,3
441,121,171,4
442,122,74,5
443,123,27,5
444,123,130,2
445,123,40,4
446,124,90,5
447,125,196,3
448,126,110,5
449,126,197,5
450,127,165,5
451,127,7,5
452,127,169,3
453,127,8,2
454,127,70,3
455,127,87,3
456,128,37,5
457,128,169,4
458,129,190,1
459,129,24,5
460,130,108,4
461,130,88,2
462,130,95,3
463,130,185,3
464,131,153,1
465,131,14,2
466,131,41,5
467,131,13,1
468,131,70,4
469,132,125,5
470,132,114,4
471,132,70,2
472,132,194,5
473,133,111,1
474,133,73,5
475,133,125,5
476,134,12,2
477,134,102,5
478,134,15,1
479,135,55,2
480,135,196,3
481,135,75,3
482,136,128,4
483,137,98,5
484,137,181,2
485,138,172,3
486,138,19,4
487,138,190,1
488,138,112,1
489,138,118,1
490,139,110,5
491,139,104,4
492,139,75,1
493,139,104,1
494,139,84,2
495,140,177,3
496,140,23,4
497,140,28,2
498,140,112,5
499,141,21,4
500,141,80,3
501,141,57,3
502,141,200,2
503,141,20,5
504,142,136,5
505,143,90,2
506,143,61,1
507,143,38,3
508,144,155,2
509,144,195,1
510,145,127,4
511,145,194,5
512,145,195,5
513,145,115,5
514,145,165,5
515,145,83,3
516,146,18,4
517,146,114,3
518,146,71,5
519,146,15,3
520,147,80,4
521,148,15,3
522,149,166,1
523,150,130,4
524,150,119,5
525,150,142,1
526,150,116,5
527,150,167,2
528,151,122,5
529,151,39,1
530,151,116,1
531,151,88,1
532,151,130,2
533,152,182,4
534,152,113,5
535,153,41,3
536,153,96,3
537,153,100,4
538,153,199,3
539,153,174,5
540,154,166,3
541,154,17,3
542,154,25,5
543,154,174,4
544,154,73,3
545,154,186,5
546,155,21,5
547,155,170,2
548,155,90,3
549,156,170,4
550,156,34,5
551,156,182,1
552,156,80,5
553,156,97,3
554,156,33,5
555,157,172,4
556,157,131,3
557,157,5,3
558,157,80,2
559,157,55,3
560,157,197,4
561,158,36,2
562,158,20,3
563,159,198,5
564,159,190,5
565,159,10,3
566,159,197,5
567,159,34,5
568,160,42,2
569,160,178,5
570,161,113,1
571,161,106,3
572,161,174,2
573,161,114,5
574,161,73,4
575,161,60,5
576,162,121,2
577,162,95,5
578,162,113,4
579,163,200,4
580,163,129,5
581,163,108,2
582,164,36,3
583,164,14,4
584,164,96,5
585,164,27,5
586,164,32,3
587,165,70,4
588,165,132,2
589,166,57,4
590,167,107,1
591,168,96,2
592,168,99,1
593,168,96,2
594,168,8,3
595,168,26,3
596,169,10,3
597,169,121,2
598,170,121,4
599,170,158,1
600,170,21,1
601,170,66,2
602,170,39,5
603,170,187,5
604,171,29,3
605,171,61,3
606,171,32,1
607,171,62,4
608,172,118,1
609,172,29,4
610,172,153,5
611,172,5,5
612,172,148,2
613,173,75,4
614,173,1,5
615,174,147,4
616,174,48,1
617,175,18,5
618,175,140,5
619,175,130,5
620,176,121,1
621,176,163,4
622,176,96,3
623,176,192,1
624,177,89,2
625,178,161,1
626,178,198,5
627,178,189,3
628,178,35,1
629,178,91,5
630,178,87,2
631,179,119,4
632,179,162,2
633,179,35,1
634,179,184,4
635,179,10,3
636,179,52,1
637,180,81,3
638,181,140,4
639,181,65,1
640,181,193,2
641,181,74,3
642,182,168,3
643,183,95,4
644,184,113,4
645,184,87,2
646,184,128,4
647,184,95,5
648,184,69,1
649,184,187,4
650,185,155,2
651,185,140,3
652,185,83,1
653,185,21,3
654,186,79,4
655,186,155,4
656,186,43,4
657,187,11,3
658,187,158,4
659,187,71,1
660,187,20,4
661,188,192,2
662,188,8,2
663,188,156,4
664,188,9,2
665,188,18,2
666,189,94,3
667,189,99,5
668,189,9,5
669,189,40,4
670,189,95,3
671,189,114,1
672,190,136,3
673,190,102,3
674,191,64,1
675,191,7,2
676,191,128,5
677,192,31,3
678,192,199,3
679,192,181,4
680,192,55,5
681,192,74,4
682,193,35,1
683,194,183,4
684,194,23,3
685,195,182,1
686,195,141,5
687,195,75,3
688,196,182,2
689,196,93,5
690,196,58,1
691,196,52,2
692,196,61,4
693,196,7,3
694,197,95,4
695,197,142,2
696,197,157,1
697,197,17,3
698,197,102,4
699,198,197,4
700,198,148,1
701,198,33,3
702,198,165,1
703,199,175,5
704,199,89,2
705,199,200,5
706,199,164,5
707,200,111,5
708,200,15,1
709,201,78,2
710,201,42,3
711,202,89,5
712,202,73,1
713,203,163,5
714,203,71,2
715,204,158,5
716,204,24,5
717,204,165,2
718,205,40,2
719,205,169,5
720,205,185,5
721,205,87,5
722,205,11,1
723,206,165,5
724,207,54,5
725,207,107,5
726,207,164,1
727,207,128,5
728,207,75,3
729,207,124,2
730,208,77,4
731,208,19,1
732,208,41,4
733,208,107,4
734,209,88,5
735,209,37,3
736,210,188,3
737,210,103,2
738,210,195,3
739,211,28,3
740,211,62,4
741,211,32,3
742,211,116,2
743,211,37,1
744,212,99,5
745,212,108,2
746,212,41,3
747,213,81,2
748,213,196,2
749,213,128,5
750,213,120,4
751,213,79,4
752,213,6,1
753,214,118,2
754,214,56,5
755,214,91,1
756,214,13,3
757,214,127,5
758,215,121,3
759,215,138,1
760,215,28,4
761,215,35,3
762,215,187,3
763,215,196,4
764,216,103,1
765,217,50,3
766,217,142,3
767,217,19,4
768,217,130,4
769,217,196,5
770,218,175,5
771,218,31,2
772,218,25,4
773,218,96,3
774,218,143,3
775,219,51,5
776,219,131,4
777,220,12,1
778,221,86,4
779,221,133,4
780,221,39,5
781,221,132,2
782,221,84,5
783,221,82,2
784,222,190,3
785,222,152,3
786,222,130,5
787,222,137,4
788,222,182,5
789,223,5,3
790,223,85,1
791,223,107,5
792,223,79,1
793,224,68,5
794,224,148,2
795,224,185,1
796,224,150,4
797,225,162,5
798,225,199,4
799,225,38,2
800,225,9,5
801,225,180,1
802,226,113,3
803,227,106,2
804,227,106,5
805,228,121,1
806,228,181,2
807,228,133,2
808,228,144,3
809,228,170,4
810,229,81,2
811,229,118,5
812,229,88,5
813,229,91,3
814,230,50,2
815,230,72,5
816,230,77,2
817,230,77,3
818,231,177,4
819,231,82,4
820,232,185,3
821,232,74,1
822,232,147,5
823,232,98,4
824,232,89,2
825,233,74,1
826,234,168,3
827,234,192,4
828,234,55,2
829,234,138,3
830,235,70,2
831,235,28,5
832,235,190,5
833,235,62,2
834,235,13,5
835,235,58,2
836,236,106,3
837,237,26,2
838,237,2,5
839,237,41,4
840,237,168,4
841,238,52,3
842,238,83,3
843,238,166,1
844,238,197,1
845,238,167,5
846,238,60,5
847,239,10,2
848,239,107,2
849,239,10,4
850,239,127,2
851,239,192,3
852,239,10,1
853,240,155,1
854,240,86,3
855,240,117,5
856,240,135,4
857,240,35,5
858,241,50,1
859,241,85,2
860,241,188,4
861,242,184,2
862,242,4,3
863,242,76,5
864,243,45,5
865,243,164,4
866,244,84,1
867,244,103,1
868,244,48,2
869,244,123,3
870,244,64,1
871,245,61,4
872,245,193,3
873,245,85,3
874,245,150,5
875,246,168,3
876,246,178,2
877,246,16,1
878,247,41,4
879,247,176,5
880,247,181,3
881,248,164,3
882,249,57,2
883,249,35,4
884,249,40,4
885,249,192,5
886,249,96,4
887,250,121,5
888,250,171,2
889,250,196,2
890,250,175,5
891,250,21,5
892,251,181,3
893,251,20,5
894,251,29,1
895,251,141,5
896,251,52,5
897,252,43,3
898,252,134,4
899,253,53,5
900,253,126,1
901,253,131,4
902,253,15,4
903,253,34,5
904,253,107,4
905,254,144,4
906,255,186,1
907,255,102,3
908,255,1,2
909,256,12,4
910,257,17,5
911,257,16,1
912,257,121,1
913,257,74,4
914,257,47,2
915,257,197,4
916,258,115,4
917,258,97,1
918,258,175,5
919,258,35,3
920,259,138,4
921,259,136,2
922,260,1,1
923,260,77,4
924,261,140,4
925,261,137,4
926,261,59,2
927,261,118,3
928,261,40,3
929,261,49,1
930,262,108,5
931,262,197,1
932,262,62,2
933,262,18,1
934,262,153,1
935,262,115,5
936,263,13,2
937,263,190,1
938,263,103,4
939,263,60,5
940,263,56,1
941,263,36,5
942,264,188,5
943,264,82,5
944,265,83,2
945,265,78,2
946,265,170,5
947,265,57,4
948,265,77,3
949,265,16,5
950,266,45,4
951,266,143,4
952,266,13,3
953,266,165,4
954,266,135,3
955,266,179,4
956,267,77,4
957,267,48,5
958,268,58,3
959,268,182,2
960,269,144,4
961,270,136,2
962,270,100,2
963,270,66,2
964,270,85,1
965,270,116,3
966,271,186,2
967,271,14,3
968,271,97,5
969,271,155,1
970,271,19,2
971,272,186,5
972,272,56,4
973,272,54,3
974,272,78,1
975,272,55,2
976,273,192,4
977,274,155,2
978,274,102,2
979,274,142,3
980,274,199,3
981,274,98,4
982,274,137,3
983,275,93,5
984,275,128,4
985,275,26,4
986,276,53,3
987,276,81,4
988,276,12,5
989,277,38,1
990,277,67,5
991,277,150,5
992,277,185,4
993,277,76,2
994,277,51,3
995,278,146,2
996,278,128,5
997,278,168,3
998,278,66,4
999,279,190,4
1000,279,118,2
1001,279,188,3
1002,279,44,2
1003,279,185,5
1004,279,126,2
1005,280,16,5
1006,280,9,1
1007,280,172,1
1008,280,196,1
1009,280,106,2
1010,280,162,2
1011,281,39,1
1012,281,56,5
1013,281,117,3
1014,281,16,5
1015,281,164,5
1016,281,124,4
1017,282,137,5
1018,283,5,5
1019,284,138,3
1020,284,5,5
1021,284,179,4
1022,285,25,5
1023,286,50,5
1024,286,135,3
1025,287,102,1
1026,287,96,4
1027,287,118,5
1028,288,58,3
1029,288,176,1
1030,288,168,1
1031,288,24,4
1032,288,98,4
1033,288,142,4
1034,289,3,2
1035,289,22,4
1036,289,112,3
1037,289,145,1
1038,289,136,1
1039,289,59,2
1040,290,122,3
1041,290,12,1
1042,290,176,3
1043,290,140,5
1044,290,169,1
1045,291,5,2
1046,291,151,2
1047,291,193,4
1048,292,42,5
1049,292,62,5
1050,292,100,5
1051,293,194,2
1052,293,177,1
1053,293,129,3
1054,293,14,1
1055,294,20,3
1056,294,155,5
1057,295,199,3
1058,295,8,3
1059,295,116,4
1060,295,59,3
1061,296,111,2
1062,296,175,5
1063,296,170,4
1064,296,22,5
1065,297,183,1
1066,297,22,3
1067,298,183,2
1068,298,190,4
1069,298,82,3
1070,298,28,1
1071,299,114,3
1072,299,195,3
1073,299,27,2
1074,300,111,4
1075,300,143,5
1076,301,27,1
1077,301,23,3
1078,301,142,1
1079,301,153,5
1080,302,4,3
1081,302,106,4
1082,302,200,1
1083,302,186,5
1084,303,134,2
1085,303,176,4
1086,303,44,2
1087,303,69,3
1088,303,69,4
1089,304,43,4
1090,305,77,4
1091,305,20,3
1092,305,65,2
1093,305,185,4
1094,306,51,4
1095,306,28,2
1096,306,78,1
1097,306,102,3
1098,306,159,4
1099,307,86,4
1100,307,167,5
1101,307,35,3
1102,307,83,5
1103,308,123,3
1104,308,46,4
1105,309,189,4
1106,309,148,2
1107,309,84,4
1108,310,94,1
1109,310,145,2
1110,310,152,5
1111,310,47,5
1112,311,119,2
1113,311,113,3
1114,311,178,1
1115,311,105,4
1116,311,36,3
1117,311,62,3
1118,312,184,4
1119,312,97,1
1120,313,123,5
1121,313,103,5
1122,313,130,4
1123,313,140,1
1124,313,93,5
1125,314,22,1
1126,314,197,2
1127,314,169,3
1128,314,43,5
1129,314,12,5
1130,314,166,4
1131,315,111,1
1132,315,3,1
1133,315,67,2
1134,316,133,5
1135,316,149,5
1136,316,57,4
1137,316,96,4
1138,316,119,5
1139,316,177,5
1140,317,7,4
1141,317,27,3
1142,317,107,1
1143,318,37,3
1144,318,80,3
1145,318,117,2
1146,318,134,4
1147,318,90,4
1148,318,25,4
1149,319,116,3
1150,319,18,3
1151,319,12,1
1152,319,6,3
1153,319,166,1
1154,319,174,2
1155,320,133,2
1156,320,142,2
1157,321,110,4
1158,321,60,4
1159,321,162,2
1160,321,48,4
1161,321,102,1
1162,322,51,4
1163,322,152,4
1164,322,100,1
1165,322,181,2
1166,322,53,3
1167,323,17,5
1168,323,27,5
1169,323,48,3
1170,323,84,2
1171,323,118,1
1172,323,68,4
1173,324,81,5
1174,324,100,5
1175,324,101,5
1176,324,30,3
1177,324,91,4
1178,324,159,2
1179,325,77,5
1180,325,152,1
1181,325,173,2
1182,325,81,1
1183,325,62,3
1184,325,30,2
1185,326,37,5
1186,326,100,4
1187,326,153,2
1188,326,148,4
1189,326,109,2
1190,326,125,5
1191,327,45,5
1192,327,43,4
1193,327,74,2
1194,327,48,3
1195,327,116,5
1196,327,14,3
1197,328,35,2
1198,328,99,5
1199,328,130,4
1200,328,105,4
1201,329,114,4
1202,329,43,1
1203,329,145,1
1204,329,195,2
1205,329,75,1
1206,329,71,2
1207,330,44,4
1208,330,145,4
1209,330,141,5
1210,331,30,3
1211,331,199,5
1212,331,94,5
1213,331,194,1
1214,331,195,4
1215,332,109,1
1216,332,189,2
1217,333,116,3
1218,334,113,1
1219,335,54,5
1220,335,177,3
1221,336,162,4
1222,336,43,5
1223,336,36,2
1224,336,53,1
1225,336,146,3
1226,337,153,5
1227,337,44,3
1228,337,181,3
1229,338,69,5
1230,338,174,1
1231,338,35,4
1232,338,16,3
1233,338,168,2
1234,339,64,2
1235,339,183,3
1236,340,101,4
1237,340,37,5
1238,340,162,3
1239,340,161,4
1240,340,97,4
1241,340,20,1
1242,341,192,3
1243,341,178,3
1244,341,117,4
1245,341,84,5
1246,341,1,1
1247,342,163,3
1248,342,17,5
1249,342,102,2
1250,342,110,2
1251,343,83,3
1252,343,87,5
1253,343,148,2
1254,344,88,1
1255,344,12,1
1256,344,161,4
1257,344,5,1
1258,345,117,1
1259,345,110,2
1260,345,177,2
1261,345,167,3
1262,346,24,3
1263,346,65,1
1264,346,96,2
1265,347,161,3
1266,347,186,2
1267,347,110,1
1268,347,181,1
1269,348,123,1
1270,348,34,5
1271,349,175,4
1272,349,3,1
1273,349,179,3
1274,349,31,4
1275,349,178,2
1276,350,59,4
1277,351,27,1
1278,351,81,3
1279,351,77,2
1280,351,98,2
1281,351,165,2
1282,351,18,5
1283,352,157,2
1284,353,185,2
1285,353,161,2
1286,353,106,5
1287,354,56,1
1288,354,26,2
1289,354,193,1
1290,354,151,4
1291,355,81,2
1292,355,64,3
1293,355,166,1
1294,355,64,5
1295,356,185,5
1296,356,73,1
1297,356,169,3
1298,356,53,5
1299,356,156,5
1300,357,101,3
1301,357,166,1
1302,357,62,4
1303,357,99,1
1304,357,62,4
1305,357,164,5
1306,358,4,3
1307,358,82,2
1308,358,100,5
1309,358,108,3
1310,358,140,2
1311,359,198,1
1312,359,5,5
1313,359,18,1
1314,359,68,2
1315,360,102,5
1316,361,183,5
1317,361,197,4
1318,361,109,4
1319,361,22,5
1320,361,138,5
1321,361,40,3
1322,362,21,5
1323,362,53,2
1324,362,138,3
1325,363,163,1
1326,363,80,4
1327,363,187,2
1328,363,15,2
1329,363,23,4
1330,364,157,5
1331,364,15,3
1332,364,171,2
1333,364,31,1
1334,365,180,1
1335,365,42,4
1336,366,133,3
1337,366,43,3
1338,366,33,3
1339,366,188,1
1340,366,198,1
1341,367,70,5
1342,367,17,3
1343,367,183,5
1344,367,161,1
1345,368,131,3
1346,368,15,4
1347,368,146,2
1348,368,95,2
1349,369,147,1
1350,370,131,1
1351,370,12,1
1352,370,63,1
1353,370,121,3
1354,370,99,2
1355,370,46,1
1356,371,190,4
1357,371,58,3
1358,371,64,4
1359,371,185,3
1360,371,70,1
1361,371,147,3
1362,372,173,1
1363,372,46,2
1364,372,133,1
1365,372,103,1
1366,372,120,3
1367,373,84,1
1368,373,142,4
1369,373,3,3
1370,374,145,3
1371,374,190,5
1372,374,63,4
1373,375,127,2
1374,375,188,5
1375,375,195,2
1376,375,39,1
1377,375,105,1
1378,376,89,1
1379,376,86,1
1380,376,195,4
1381,376,189,3
1382,376,27,2
1383,377,108,4
1384,377,16,2
1385,378,24,1
1386,378,60,5
1387,378,106,3
1388,379,22,5
1389,379,25,5
1390,379,35,4
1391,379,20,5
1392,379,146,1
1393,379,112,2
1394,380,67,3
1395,380,101,3
1396,380,82,4
1397,381,20,2
1398,381,35,5
1399,382,28,2
1400,382,116,4
1401,383,31,5
1402,383,92,2
1403,383,116,3
1404,383,119,3
1405,384,41,3
1406,385,155,1
1407,385,56,3
1408,385,38,1
1409,385,183,2
1410,385,92,4
1411,385,132,1
1412,386,67,2
1413,386,8,4
1414,386,116,5
1415,387,64,1
1416,387,119,1
1417,387,36,1
1418,387,4,1
1419,387,200,2
1420,388,103,3
1421,388,176,1
1422,389,67,1
1423,389,6,1
1424,389,51,4
1425,389,33,1
1426,389,85,1
1427,390,13,2
1428,390,147,4
1429,390,186,4
1430,390,128,1
1431,391,110,2
1432,391,91,2
1433,391,48,3
1434,391,72,4
1435,391,39,1
1436,391,158,5
1437,392,166,3
1438,392,128,4
1439,393,16,1
1440,393,72,4
1441,393,36,4
1442,393,52,5
1443,394,140,1
1444,394,98,3
1445,394,123,5
1446,394,125,3
1447,394,145,5
1448,394,83,4
1449,395,7,3
1450,395,153,2
1451,396,15,4
1452,396,136,3
1453,396,197,5
1454,397,26,2
1455,397,169,2
1456,398,189,1
1457,398,196,2
1458,398,148,4
1459,398,91,2
1460,398,46,2
1461,399,189,3
1462,399,152,1
1463,399,181,3
1464,400,37,5
1465,400,49,4
1466,400,139,3
1467,400,45,4
1468,400,10,1
1469,401,155,2
1470,401,6,5
1471,402,85,5
1472,403,88,2
1473,403,83,1
1474,404,151,2
1475,404,199,1
1476,405,19,3
1477,405,181,4
1478,405,151,1
1479,406,83,2
1480,406,41,4
1481,406,164,4
1482,407,45,5
1483,407,178,5
1484,407,92,2
1485,408,45,4
1486,408,79,3
1487,408,33,2
1488,408,187,1
1489,408,180,5
1490,409,9,2
1491,409,155,3
1492,409,157,2
1493,409,164,5
1494,409,27,4
1495,410,191,1
1496,410,61,3
1497,410,82,2
1498,411,182,3
1499,412,68,2
1500,413,18,3
1501,413,66,1
1502,413,185,1
1503,413,13,4
1504,413,113,4
1505,413,43,4
1506,414,90,5
1507,414,97,1
1508,414,123,5
1509,414,167,2
1510,415,19,1
1511,415,76,1
1512,415,82,3
1513,415,27,1
1514,416,97,2
1515,416,188,1
1516,417,87,5
1517,418,181,1
1518,418,111,2
1519,418,156,4
1520,418,41,1
1521,419,53,2
1522,419,105,5
1523,419,185,5
1524,420,73,3
1525,420,61,1
1526,420,13,4
1527,420,147,5
1528,420,126,2
1529,420,14,3
1530,421,23,3
1531,421,170,5
1532,421,123,2
1533,421,25,1
1534,422,164,3
1535,422,21,4
1536,423,102,4
1537,423,126,3
1538,423,24,5
1539,424,95,4
1540,424,95,2
1541,425,68,4
1542,426,58,3
1543,426,145,1
1544,426,39,1
1545,427,89,5
1546,427,106,5
1547,427,59,5
1548,427,16,4
1549,427,134,4
1550,427,138,4
1551,428,122,3
1552,428,21,4
1553,429,129,5
1554,430,174,5
1555,430,38,1
1556,430,194,4
1557,430,45,2
1558,430,55,2
1559,431,109,1
1560,432,52,2
1561,432,153,3
1562,432,82,1
1563,432,23,4
1564,433,142,3
1565,433,71,5
1566,433,118,1
1567,433,180,5
1568,434,108,1
1569,434,107,2
1570,434,38,5
1571,434,151,5
1572,434,195,1
1573,435,200,1
1574,435,74,5
1575,435,89,4
1576,435,68,4
1577,435,168,4
1578,436,122,1
1579,436,45,3
1580,436,104,2
1581,436,159,5
1582,436,175,4
1583,437,85,2
1584,437,13,4
1585,437,69,3
1586,437,6,3
1587,438,72,4
1588,438,179,1
1589,438,59,2
1590,439,114,3
1591,439,69,4
1592,439,155,1
1593,439,49,4
1594,439,55,4
1595,439,190,4
1596,440,96,1
1597,440,132,2
1598,440,17,3
1599,440,182,5
1600,440,104,2
1601,441,146,1
1602,441,45,2
1603,441,52,1
1604,441,64,1
1605,441,117,1
1606,442,51,3
1607,442,95,4
1608,442,130,4
1609,442,163,1
1610,442,175,1
1611,442,62,3
1612,443,115,2
1613,443,122,5
1614,443,142,3
1615,443,89,2
1616,443,67,1
1617,444,99,1
1618,445,200,2
1619,445,57,2
1620,445,174,2
1621,445,69,4
1622,445,132,1
1623,446,3,4
1624,446,34,2
1625,446,154,1
1626,446,58,3
1627,446,156,3
1628,446,183,3
1629,447,90,4
1630,447,65,2
1631,447,120,3
1632,447,174,5
1633,448,150,1
1634,448,2,5
1635,448,170,3
1636,448,144,5
1637,449,77,1
1638,449,124,1
1639,449,87,3
1640,450,71,3
1641,450,168,3
1642,450,49,2
1643,451,15,5
1644,451,104,3
1645,452,185,1
1646,452,168,4
1647,453,108,4
1648,453,100,1
1649,453,150,5
1650,454,186,2
1651,454,176,5
1652,454,164,4
1653,455,130,3
1654,455,44,5
1655,455,47,3
1656,456,33,3
1657,456,186,5
1658,456,196,2
1659,456,175,3
1660,457,57,3
1661,458,79,4
1662,458,85,3
