order_id,customer_id,order_date,total_amount
89,602,2024-08-08,6401.64
90,204,2024-08-17,6465.7
91,717,2024-09-28,664.82
92,621,2024-08-12,5592.73
93,644,2023-12-27,303.5
94,317,2025-04-10,8594.48
95,180,2024-05-21,5713.65
96,514,2024-05-24,5868.09
97,118,2024-05-14,4660.96
98,93,2025-03-31,4918.33
99,599,2024-07-13,4785.07
100,336,2025-02-16,5399.42
101,47,2024-01-18,1508.16
102,119,2025-10-21,2125.25
103,139,2025-05-01,8699.06
104,425,2024-01-03,9774.63
105,372,2025-09-18,804.42
106,558,2024-07-07,3304.68
107,22,2024-02-10,1894.42
108,129,2024-08-02,6719.22
109,611,2024-03-24,912.92
110,134,2023-11-29,6046.71
111,17,2025-01-05,1419.48
112,539,2024-07-24,945.33
113,488,2023-12-13,5363.63
114,630,2024-11-05,4899.5
115,309,2025-04-07,1271.59
116,503,2025-09-14,6462.96
117,562,2024-10-07,13270.31
118,671,2025-01-28,10710.76
119,748,2024-12-17,2403.8
120,321,2025-10-14,9930.51
121,134,2024-10-06,5292.11
122,739,2024-06-08,913.8
123,320,2023-11-29,6182.85
124,230,2025-05-07,663.75
125,377,2024-11-12,935.16
126,588,2025-02-12,9540.9
127,629,2023-12-01,6666.69
128,7,2024-07-16,4338.24
129,72,2024-09-02,4165.92
130,221,2025-01-30,5170.71
131,796,2024-09-12,5225.89
132,678,2024-07-21,8298.41
133,117,2025-01-31,9814.03
134,684,2024-01-28,2076.95
135,210,2025-08-02,5345.33
136,123,2024-11-27,221.36
137,180,2024-01-30,3590.05
138,513,2025-05-03,7144.73
139,321,2025-04-21,10330.6
140,633,2024-04-21,6956.76
141,411,2024-07-31,8784.28
142,649,2024-12-03,4634.45
143,199,2024-12-08,2881.99
144,203,2025-08-05,1276.9
145,182,2025-06-30,13328.05
146,155,2025-04-15,5149.42
147,520,2024-08-03,3691.28
148,463,2024-03-22,1030.65
149,294,2025-03-05,508.36
150,630,2024-07-03,8470.75
151,330,2024-08-22,3833.29
152,41,2024-10-17,4014.46
153,536,2024-04-18,8691.96
154,54,2024-12-03,14963.82
155,154,2025-03-21,5722.81
156,672,2025-09-02,13330.52
157,96,2025-07-17,12047.93
158,197,2024-01-11,2104.2
159,104,2025-08-27,12607.71
160,386,2025-09-04,2752.33
161,170,2025-01-03,8813.07
162,245,2024-04-28,5523.92
163,788,2024-06-24,5954.63
164,205,2024-06-06,8460.32
165,86,2023-12-20,2164.54
166,448,2024-07-01,2047.92
167,358,2025-02-01,516.59
168,406,2024-09-21,6862.19
169,150,2025-07-30,2335.9
170,778,2024-05-07,10445.35
171,541,2025-03-13,6419.92
172,655,2025-06-13,8554.8
173,736,2024-01-24,4063.53
174,362,2025-05-24,3010.87
175,537,2025-08-30,9866.65
176,21,2025-02-05,3218.35
177,366,2024-01-26,1070.08
178,751,2025-02-15,13827.43
179,798,2024-08-01,6781.52
180,205,2024-06-13,1802.85
181,528,2024-01-05,4145.7
182,800,2025-01-26,2639.61
183,280,2025-07-28,2925.12
184,410,2024-12-30,11546.7
185,81,2024-11-17,5907.51
186,677,2024-10-10,6933.12
187,360,2024-04-24,4887.8
188,373,2024-08-09,6458.18
189,798,2025-07-24,12326.77
190,588,2024-01-12,3482.55
191,666,2025-04-03,976.94
192,397,2025-08-14,11837.96
193,205,2024-07-05,703.31
194,463,2024-12-09,472.39
195,684,2025-07-30,3899.7
196,162,2024-07-03,7437.66
197,568,2024-10-15,6258.94
198,539,2025-04-12,5428.75
199,461,2025-01-06,7139.13
200,187,2024-07-14,3235.2
201,531,2024-04-17,2812.65
202,727,2024-09-30,3647.23
203,257,2024-09-21,984.27
204,641,2024-05-27,7663.98
205,607,2025-03-13,7556.9
206,84,2024-12-18,389.45
207,272,2024-10-31,10777.32
208,702,2025-04-18,8117.22
209,476,2025-06-28,2279.75
210,736,2025-01-12,3549.78
211,528,2024-04-02,5735.35
212,52,2025-09-28,5681.57
213,592,2023-11-28,5675.82
214,403,2025-03-15,9059.4
215,670,2025-05-13,8262.82
216,375,2024-12-18,12.15
217,584,2025-09-14,10519.38
218,287,2024-04-06,8737.87
219,774,2025-02-04,3268.6
220,513,2024-12-05,281.8
221,141,2024-04-27,14638.79
222,403,2025-04-10,9336.8
223,307,2025-08-14,3461.77
224,612,2025-06-12,8119.67
225,175,2025-11-11,10064.23
226,196,2024-11-10,1230.06
227,429,2024-06-09,6022.38
228,794,2025-11-10,7086.95
229,539,2025-03-23,9333.78
230,625,2024-12-31,8234.3
231,722,2025-08-03,3072.32
232,358,2025-03-05,5573.0
233,298,2025-09-06,182.76
234,355,2025-07-03,10148.24
235,576,2025-10-18,4172.99
236,54,2024-10-15,2581.02
237,735,2025-11-08,8830.55
238,489,2025-01-26,10039.33
239,757,2025-05-31,10379.53
240,306,2025-03-14,11016.33
241,480,2023-12-30,3494.01
242,664,2024-12-23,7100.18
243,691,2024-04-17,8023.94
244,438,2024-08-22,3262.47
245,268,2024-11-07,4995.97
246,12,2024-03-07,3410.83
247,477,2024-05-18,6660.53
248,707,2024-03-09,2995.38
249,377,2025-06-15,15175.09
250,719,2025-04-29,5999.79
251,458,2025-06-30,6402.0
252,550,2024-07-04,2983.65
253,120,2025-08-30,8732.38
254,578,2024-10-17,262.6
255,689,2024-09-27,1705.68
256,593,2024-07-18,1127.2
257,353,2025-09-12,8480.05
258,384,2025-08-19,5075.57
259,122,2025-10-21,4646.22
260,746,2024-01-03,2559.49
261,690,2025-03-20,10851.38
262,33,2024-04-20,7521.83
263,689,2025-09-01,4521.25
264,297,2024-09-29,3834.5
265,613,2024-06-08,11662.55
266,606,2025-08-14,9709.63
267,419,2024-06-23,6828.67
268,485,2025-03-29,3253.18
269,475,2024-03-17,262.6
270,427,2024-05-31,5146.39
271,95,2025-04-30,9130.6
272,780,2025-02-22,9740.6
273,760,2024-05-15,3617.64
274,249,2024-09-24,6907.38
275,316,2024-05-17,5582.04
276,780,2024-02-10,5503.48
277,227,2024-03-09,10397.36
278,236,2024-04-11,6602.63
279,741,2023-12-05,5856.51
280,556,2024-05-22,5845.89
281,70,2025-07-25,9684.7
282,17,2025-08-17,2288.65
283,422,2024-07-12,457.5
284,740,2024-11-08,3410.15
285,184,2024-11-25,4430.1
286,153,2025-01-21,4949.39
287,363,2024-10-17,8012.68
288,250,2024-10-06,9132.69
289,58,2025-03-30,4378.55
290,709,2025-10-17,5275.36
291,184,2023-12-12,2071.42
292,79,2024-04-18,6513.0
293,340,2024-03-16,4587.31
294,448,2024-06-12,2915.25
295,610,2024-02-27,6084.07
296,567,2023-12-06,5681.33
297,303,2024-06-01,443.14
298,158,2025-07-19,474.46
299,6,2025-07-30,1750.69
300,90,2024-06-16,5219.72
301,525,2025-04-08,1795.95
302,333,2025-01-14,9444.9
303,249,2024-03-29,6375.3
304,150,2025-03-28,3077.88
305,283,2025-09-06,5166.76
306,609,2023-12-16,4358.64
307,338,2025-05-28,14963.37
308,712,2024-11-25,1519.04
309,327,2025-07-13,7981.48
310,288,2023-11-29,6242.33
311,28,2023-12-26,5037.83
312,675,2025-09-11,2701.01
313,460,2025-10-10,8196.47
314,609,2024-01-18,10229.35
315,771,2024-07-14,2088.77
316,523,2025-02-23,17537.59
317,155,2024-07-02,1629.38
318,119,2025-09-17,9546.98
319,740,2024-01-02,4063.94
320,759,2025-10-13,2173.88
321,339,2024-09-25,10000.74
322,756,2025-10-10,5969.95
323,771,2024-08-22,10309.77
324,541,2025-04-18,9260.56
325,690,2025-04-07,6755.71
326,383,2025-10-01,13900.79
327,711,2024-01-23,12944.5
328,10,2024-09-17,7672.97
329,426,2025-08-27,3886.52
330,551,2025-05-29,1974.22
331,116,2025-08-29,11089.7
332,560,2024-03-02,1955.82
333,305,2024-05-15,1409.07
334,357,2024-02-08,410.02
335,795,2025-01-30,5972.5
336,728,2025-06-06,10866.19
337,546,2024-12-06,4509.55
338,297,2025-11-07,8747.38
339,719,2024-02-15,676.94
340,254,2024-12-23,11538.71
341,413,2025-04-12,7931.27
342,749,2025-08-18,4081.96
343,507,2025-02-06,8226.2
344,580,2025-07-08,1661.17
345,162,2025-11-06,6218.75
346,163,2024-12-25,4781.02
347,54,2024-05-27,4244.51
348,2,2024-12-03,1211.78
349,232,2025-10-01,3304.76
350,490,2024-01-23,456.4
351,92,2024-05-16,5922.95
352,577,2025-02-21,1870.06
353,451,2024-02-16,5006.44
354,704,2025-07-06,5015.02
355,360,2025-08-01,3751.54
356,616,2024-07-14,7736.86
357,194,2024-07-26,9135.4
358,73,2025-08-21,6565.58
359,782,2025-02-09,3244.2
360,41,2025-06-08,1169.8
361,294,2024-09-11,13438.51
362,86,2025-07-31,6876.85
363,401,2025-06-17,6686.09
364,119,2025-06-13,6701.03
365,725,2024-05-15,2952.34
366,356,2025-11-09,7046.87
367,344,2024-10-07,3086.08
368,509,2024-05-01,4516.16
369,262,2024-03-05,533.47
370,234,2024-02-04,3039.16
371,567,2024-03-29,5394.17
372,123,2024-04-28,3117.63
373,793,2024-06-14,2125.7
374,206,2024-10-20,4243.3
375,378,2024-09-26,6828.27
376,239,2024-05-29,5482.65
377,543,2025-09-14,3121.0
378,729,2025-02-13,4232.18
379,470,2023-12-27,11281.14
380,243,2024-11-28,2225.21
381,279,2025-01-01,4052.95
382,112,2024-08-31,2342.28
383,322,2025-05-10,4058.61
384,123,2024-02-09,2069.16
385,722,2024-07-16,3922.39
386,694,2025-01-10,6131.09
387,767,2024-10-08,1863.15
388,134,2024-11-16,304.59
389,597,2025-04-27,2795.64
390,44,2024-05-23,5301.2
391,392,2024-06-16,13724.6
392,632,2025-09-27,1746.44
393,564,2025-07-15,7043.97
394,256,2025-11-10,8967.66
395,277,2024-03-05,1167.58
396,31,2024-08-21,9016.57
397,239,2024-11-17,1736.06
398,273,2025-05-22,7611.52
399,607,2024-08-25,4806.66
400,582,2025-08-12,10963.49
401,58,2024-07-10,1027.36
402,490,2023-11-30,313.2
403,207,2025-03-29,1027.07
404,23,2025-10-17,2408.68
405,539,2025-02-26,6821.89
406,345,2023-12-11,8511.38
407,665,2025-08-28,5947.51
408,682,2025-06-10,7200.6
409,401,2025-04-11,8831.27
410,145,2025-07-26,2269.24
411,652,2025-11-13,1473.27
412,458,2023-12-26,1504.24
413,256,2025-05-03,6643.68
414,505,2025-10-26,4248.5
415,167,2025-07-18,1838.07
416,351,2025-04-18,2732.86
417,561,2024-05-18,3666.25
418,629,2024-05-28,4969.63
419,104,2025-01-16,1731.77
420,272,2024-09-07,7437.79
421,4,2024-07-11,5598.11
422,212,2025-03-24,5919.7
423,119,2025-05-11,6424.9
424,397,2024-08-21,4387.68
425,457,2025-10-15,3008.48
426,477,2025-08-05,2797.83
427,88,2025-04-29,11892.04
428,587,2024-02-16,3507.1
429,732,2025-01-02,4184.25
430,530,2025-09-17,7991.98
431,130,2024-05-15,541.54
432,700,2025-09-10,1395.82
433,570,2024-10-22,4969.27
434,602,2024-09-10,10101.4
435,109,2023-11-20,9689.2
436,586,2025-10-20,5522.95
437,40,2024-09-14,2209.3
438,311,2025-11-03,3948.66
439,308,2025-10-26,7815.56
440,778,2024-05-30,6431.88
441,800,2024-07-04,2549.43
442,370,2024-01-23,9302.62
443,501,2025-11-10,4104.57
444,292,2025-08-14,454.23
445,167,2025-06-23,4903.53
446,800,2024-05-14,5186.64
447,434,2024-07-02,4796.19
448,639,2024-04-25,4822.3
449,624,2025-09-11,3092.83
450,656,2025-10-05,4442.11
451,530,2024-03-17,3616.6
452,698,2025-10-25,3568.35
453,303,2024-10-19,5896.39
454,195,2025-03-18,6879.06
455,688,2024-07-17,6685.43
456,100,2025-09-27,5309.47
457,671,2025-08-05,1535.94
458,229,2025-07-01,11493.2
459,595,2025-03-28,10560.22
460,155,2024-09-24,792.09
461,469,2025-07-19,1309.18
462,500,2023-12-10,3574.29
463,281,2024-06-13,2787.24
464,502,2025-09-16,1067.3
465,445,2024-01-15,13921.8
466,776,2025-08-14,5243.08
467,106,2025-07-11,7440.31
468,467,2025-11-13,9282.41
469,20,2024-11-29,2412.33
470,604,2024-11-13,8780.05
471,609,2025-06-08,834.58
472,670,2024-09-29,11.47
473,427,2025-11-02,1805.69
474,309,2025-08-28,7627.43
475,429,2024-07-29,1201.0
476,121,2025-05-24,1482.11
477,797,2024-10-07,3097.46
478,41,2025-09-25,3982.24
479,114,2025-10-27,5256.15
480,468,2025-08-12,3825.97
481,298,2024-01-30,2730.5
482,10,2025-08-15,1857.08
483,449,2024-03-17,3924.77
484,395,2025-05-09,7902.95
485,495,2024-06-03,8380.33
486,495,2024-12-11,8010.56
487,13,2024-01-04,20553.55
488,98,2024-08-13,8178.68
489,628,2024-10-05,287.68
490,518,2025-02-23,4732.76
491,52,2025-06-02,8794.03
492,459,2025-08-06,221.36
493,324,2025-01-12,55.34
494,106,2025-06-09,5993.16
495,653,2024-07-24,3676.85
496,56,2024-10-31,504.95
497,615,2025-05-06,4087.13
498,3,2023-12-05,4350.81
499,47,2025-06-27,3419.22
500,110,2023-12-24,2138.48
501,469,2025-03-26,2206.42
502,48,2025-03-26,13654.55
503,567,2024-04-04,5860.63
504,107,2025-03-17,10205.11
505,710,2024-10-23,2047.45
506,464,2025-07-20,4709.85
507,307,2025-03-25,4111.44
508,689,2024-02-27,5166.43
509,711,2023-11-16,9996.75
510,293,2024-09-20,4540.32
511,205,2024-04-17,1360.46
512,708,2025-03-16,3896.01
513,631,2024-07-08,6818.03
514,427,2024-07-14,9424.37
515,774,2025-02-03,9636.14
516,753,2024-01-16,11747.82
517,262,2024-02-08,250.56
518,727,2024-03-15,4845.33
519,53,2024-05-25,13621.29
520,70,2024-12-19,9670.12
521,340,2025-05-21,5596.73
522,575,2025-07-02,4158.94
523,391,2025-08-20,1362.69
524,554,2025-04-01,10151.77
525,329,2025-06-28,6234.34
526,702,2024-02-23,5258.04
527,25,2025-09-01,3644.66
528,572,2025-02-17,1921.96
529,265,2025-04-29,6732.75
530,690,2024-09-27,457.73
531,657,2025-07-21,6290.64
532,622,2025-11-12,3888.12
533,391,2024-07-19,4951.8
534,559,2024-10-29,2580.53
535,569,2024-11-19,2030.76
536,611,2025-09-22,9716.31
537,662,2025-06-07,10008.22
538,56,2024-02-25,6696.32
539,499,2024-06-03,3587.29
540,635,2024-03-27,1195.95
541,498,2025-04-30,7506.73
542,581,2025-02-16,3838.6
543,227,2025-08-17,7239.28
544,499,2024-07-25,9832.24
545,752,2025-07-27,9978.6
546,565,2024-06-19,7262.32
547,229,2024-04-16,17192.44
548,11,2024-01-18,9686.52
549,676,2024-09-30,3097.29
550,225,2024-08-25,3896.14
551,531,2024-04-03,1646.2
552,106,2024-09-14,14396.57
553,670,2025-09-24,2595.99
554,386,2024-09-02,6302.65
555,499,2025-08-23,3029.97
556,527,2025-09-30,8393.06
557,738,2025-01-30,1128.6
558,491,2024-05-06,2282.02
559,23,2023-11-30,3230.95
560,165,2023-12-01,5768.55
561,151,2025-10-31,2308.41
562,185,2025-01-20,5419.29
563,483,2025-03-30,9896.18
564,639,2025-03-03,4812.66
565,112,2025-03-14,719.65
566,517,2024-05-09,10702.11
567,96,2025-10-18,3826.09
568,380,2024-01-22,1072.9
569,440,2024-11-07,1792.35
570,760,2024-04-15,7326.56
571,419,2024-06-04,5512.55
572,121,2025-05-11,5785.14
573,437,2025-09-05,15556.77
574,424,2024-03-24,7022.42
575,353,2023-12-22,5400.1
576,347,2024-09-20,5659.53
577,446,2025-03-08,1019.73
578,228,2024-10-12,6527.43
579,672,2025-02-22,6724.41
580,293,2024-06-03,2215.2
581,716,2024-03-08,2012.28
582,369,2024-01-22,1569.59
583,283,2024-08-25,8351.16
584,93,2024-03-25,13636.05
585,414,2025-01-27,7562.97
586,349,2024-02-13,1464.63
587,551,2023-11-24,13474.51
588,698,2025-05-25,2581.06
589,694,2024-12-26,11768.01
590,690,2024-10-16,6421.64
591,511,2025-07-06,5247.84
592,798,2025-10-28,383.23
593,693,2025-11-04,15432.7
594,503,2024-10-31,5064.48
595,228,2025-08-17,7985.12
596,703,2025-04-20,2057.14
597,472,2024-12-01,3983.09
598,104,2024-02-14,4886.46
599,243,2024-05-06,4298.17
600,435,2025-05-21,5728.97
601,287,2024-04-19,7909.84
602,242,2024-04-10,4545.54
603,512,2025-09-13,6020.04
604,499,2025-08-06,5020.76
605,708,2025-07-13,3166.0
606,645,2024-06-07,1409.07
607,267,2024-06-24,5321.68
608,422,2025-06-15,663.75
609,204,2024-12-01,16912.33
610,81,2024-09-05,7806.32
611,586,2024-02-23,3322.27
612,728,2024-10-14,3198.48
613,766,2025-09-09,6110.33
614,762,2024-04-22,4656.11
615,790,2025-02-22,2209.79
616,317,2024-04-29,968.38
617,135,2025-08-15,7270.58
618,456,2024-06-20,2429.9
619,612,2025-05-31,16336.11
620,494,2025-04-22,5879.17
621,1,2024-04-09,5952.76
622,307,2024-10-03,3889.36
623,300,2024-04-02,2238.0
624,168,2024-09-26,11808.72
625,292,2025-07-21,14206.4
626,633,2024-03-06,3721.27
627,548,2023-12-06,876.99
628,289,2024-06-26,1811.44
629,155,2024-06-04,1713.38
630,351,2024-05-14,6826.02
631,769,2025-03-07,3765.29
632,74,2024-10-29,4891.88
633,254,2025-10-18,4587.45
634,645,2024-05-24,9444.21
635,116,2024-08-27,864.82
636,172,2025-02-08,1208.82
637,596,2025-04-28,6745.83
638,347,2025-03-30,4130.24
639,661,2024-11-03,1503.98
640,257,2024-01-19,3500.44
641,573,2023-11-22,9449.55
642,357,2024-11-12,5695.6
643,71,2024-02-25,12949.25
644,389,2025-09-20,7677.95
645,397,2024-07-22,8803.22
646,158,2025-05-05,4849.98
647,183,2024-09-17,143.93
648,498,2025-04-30,2713.35
649,674,2024-04-26,8505.22
650,621,2025-05-21,14588.28
651,378,2024-09-06,8244.9
652,743,2025-05-17,2264.04
653,539,2024-10-07,11242.41
654,720,2025-06-07,8756.85
655,454,2025-02-19,8869.33
656,744,2024-05-31,5037.52
657,785,2024-01-09,11676.27
658,17,2024-01-27,7269.08
659,567,2025-01-19,9791.24
660,272,2023-12-29,2297.59
661,585,2023-12-24,4582.4
662,500,2024-07-29,9699.6
663,790,2025-11-06,2846.45
664,766,2024-05-14,2201.83
665,335,2024-11-13,10689.37
666,93,2025-10-19,1786.85
667,136,2024-08-15,1686.35
668,269,2025-02-26,60.75
669,445,2025-11-12,10518.41
670,253,2025-04-18,5279.42
671,332,2025-07-29,9680.27
672,789,2025-02-20,3654.66
673,452,2025-05-18,328.36
674,702,2025-06-17,6955.58
675,152,2025-08-04,4477.67
676,483,2023-12-19,125.28
677,758,2023-11-18,6143.53
678,712,2024-05-29,12826.82
679,714,2024-12-09,7179.24
680,111,2025-03-09,3484.68
681,237,2024-09-04,4060.72
682,204,2024-07-05,11994.93
683,403,2024-09-15,8628.38
684,397,2025-04-18,1743.84
685,231,2024-08-28,872.6
686,90,2024-02-24,8911.79
687,620,2025-10-07,3974.31
688,595,2025-01-21,10816.28
689,672,2023-12-15,7803.49
690,784,2025-02-06,7785.51
691,156,2024-04-01,1340.51
692,781,2024-06-03,7385.34
693,368,2024-03-24,2974.8
694,138,2024-12-09,8446.38
695,198,2024-11-30,1123.08
696,277,2025-11-05,4923.08
697,502,2024-08-03,7430.41
698,761,2025-09-25,4731.53
699,532,2024-11-11,5714.17
700,312,2024-02-24,2690.27
701,707,2024-01-22,11238.94
702,713,2024-07-17,7198.13
703,466,2025-05-18,2584.44
704,709,2024-12-29,5471.21
705,725,2024-10-15,12121.96
706,787,2024-03-03,5313.17
707,167,2024-06-03,2283.29
708,317,2024-02-12,8284.21
709,510,2024-07-14,7233.3
710,465,2023-12-18,1358.51
711,635,2024-02-21,6975.43
712,618,2024-12-05,1107.29
713,166,2025-09-21,17916.61
714,96,2025-08-23,4745.1
715,564,2024-06-19,3484.68
716,138,2025-06-16,827.97
717,338,2024-08-20,12791.59
718,90,2025-11-02,11174.59
719,539,2024-10-13,4109.1
720,625,2024-06-20,1871.92
721,122,2025-10-15,342.61
722,756,2025-09-25,3545.86
723,342,2024-06-05,2650.08
724,261,2025-03-04,1625.04
725,519,2025-08-19,6417.38
726,180,2025-06-27,2866.0
727,486,2025-11-02,1016.72
728,494,2024-06-05,3308.33
729,474,2024-12-19,4543.8
730,20,2024-07-14,3830.05
731,153,2024-10-17,10635.23
732,621,2025-10-07,8146.88
733,279,2024-03-21,4843.81
734,310,2024-07-16,4361.54
735,95,2025-06-08,4612.13
736,751,2024-11-29,9636.44
737,731,2025-06-29,3092.99
738,106,2024-03-10,8153.62
739,198,2025-01-18,3035.53
740,280,2025-09-06,2305.79
741,638,2025-10-30,5953.3
742,588,2025-04-07,4847.0
743,347,2025-03-22,1519.53
744,437,2025-07-25,6636.76
745,203,2024-10-20,16602.72
746,482,2023-12-25,3528.14
747,373,2024-04-08,8206.42
748,116,2024-03-08,4193.64
749,619,2023-12-26,6158.87
750,310,2024-05-10,10437.18
751,394,2024-04-04,147.74
752,711,2023-12-11,5957.76
753,499,2024-11-13,621.45
754,475,2024-06-03,2950.9
755,72,2024-03-20,10156.36
756,143,2025-05-15,9256.09
757,631,2024-11-10,8726.13
758,92,2024-10-17,2997.26
759,1,2024-02-12,7552.47
760,416,2025-10-09,7196.48
761,394,2025-11-03,2102.01
762,74,2024-12-02,5129.73
763,436,2023-12-15,8378.21
764,435,2024-10-21,7670.47
765,376,2024-08-16,3514.1
766,495,2025-05-17,9902.94
767,81,2025-01-22,9745.93
768,628,2024-11-24,369.35
769,798,2024-11-03,454.88
770,525,2024-11-30,6909.15
771,712,2024-02-09,13717.69
772,587,2025-08-31,865.68
773,756,2025-05-26,4904.49
774,631,2025-09-17,2891.96
775,606,2024-03-07,7439.94
776,149,2024-02-18,10964.16
777,216,2024-08-11,3892.7
778,488,2024-01-25,2060.3
779,486,2024-04-20,5169.14
780,392,2025-09-18,16230.72
781,344,2024-06-21,4155.88
782,792,2024-04-02,11437.22
783,11,2025-08-23,8633.59
784,258,2024-03-23,445.33
785,59,2025-06-18,2383.64
786,673,2024-12-13,10841.09
787,709,2025-08-13,7079.2
788,265,2024-06-12,3337.37
789,403,2025-01-24,2496.96
790,554,2025-10-05,2282.4
791,75,2025-04-12,1600.41
792,796,2025-02-10,4927.75
793,717,2024-04-26,2672.86
794,490,2025-02-09,6061.73
795,125,2023-11-17,10523.83
796,349,2024-12-26,2952.72
797,664,2025-07-01,2254.36
798,677,2025-01-30,3139.0
799,499,2024-04-02,3717.48
800,753,2024-10-02,1048.45
801,738,2025-10-28,5512.67
802,38,2024-01-12,1712.47
803,217,2024-05-23,10791.69
804,483,2025-07-02,3806.45
805,468,2024-12-04,4212.81
806,208,2025-04-22,6408.56
807,330,2024-01-26,560.3
808,344,2025-10-03,1149.69
809,145,2024-07-26,2814.05
810,137,2023-12-04,4646.85
811,386,2024-06-21,1097.08
812,8,2025-04-26,4305.17
813,711,2025-04-25,5349.72
814,422,2024-02-16,4306.09
815,611,2024-09-15,2640.87
816,643,2024-08-30,2774.35
817,121,2025-02-14,9913.46
818,199,2025-11-04,1859.8
819,510,2024-02-04,1181.3
820,292,2025-08-25,7093.15
821,777,2024-07-22,2382.36
822,497,2024-03-12,7173.92
823,236,2023-12-06,1615.48
824,101,2024-01-15,3404.28
825,226,2024-11-05,568.6
826,497,2025-08-20,1571.4
827,222,2025-05-16,6502.6
828,277,2025-04-09,2908.62
829,62,2024-11-20,3415.01
830,779,2024-10-31,7372.5
831,175,2025-03-16,4055.09
832,286,2024-06-10,3919.6
833,754,2025-02-17,4693.98
834,228,2025-04-08,5101.11
835,544,2023-11-18,2992.36
836,710,2024-07-26,5310.91
837,166,2023-12-18,16509.6
838,642,2025-04-06,3446.73
839,304,2025-03-11,6920.98
840,636,2024-10-30,2335.63
841,393,2024-07-23,4244.61
842,664,2025-06-04,5820.07
843,756,2025-06-06,6780.93
844,284,2025-10-18,1019.73
845,354,2025-07-25,7443.93
846,300,2025-01-29,2346.64
847,401,2024-02-22,646.28
848,283,2024-04-26,429.16
849,509,2025-09-14,3121.3
850,301,2023-12-21,3635.8
851,299,2025-07-28,1160.81
852,661,2025-03-27,8898.86
853,682,2024-06-20,8720.93
854,381,2024-07-22,6978.99
855,171,2025-07-25,7017.52
856,325,2023-12-27,5454.89
857,353,2025-06-13,4848.42
858,547,2024-01-07,5113.99
859,470,2025-01-11,3842.9
860,663,2025-02-23,12288.54
861,42,2024-09-05,2224.29
862,26,2024-01-24,5766.1
863,657,2024-09-18,4521.24
864,201,2024-05-30,646.0
865,457,2024-03-31,7466.35
866,408,2024-05-18,4630.96
867,382,2025-07-04,2916.09
868,360,2025-09-16,5874.07
869,760,2024-09-18,10217.71
870,613,2024-01-22,1273.6
871,311,2023-11-29,7077.5
872,420,2025-09-06,8131.48
873,568,2024-04-23,6806.13
874,230,2024-03-19,231.54
875,269,2024-09-10,6939.55
876,504,2025-07-11,6954.56
877,580,2024-09-21,10293.69
